 t , uL, uV
 244.000000000, -.001709559, .002315852
 245.000000000, -.001709559, .002315852
 246.000000000, -.001709559, .002315852
 247.000000000, -.001709559, .002315852
 248.000000000, -.001634784, .002232908
 249.000000000, -.001634784, .002232908
 250.000000000, -.001634784, .002232908
 251.000000000, -.001634784, .002232908
 252.000000000, -.001557105, .002147301
 253.000000000, -.001557105, .002147301
 254.000000000, -.001557105, .002147301
 255.000000000, -.001557105, .002147301
 256.000000000, -.001476743, .002058951
 257.000000000, -.001476743, .002058951
 258.000000000, -.001476743, .002058951
 259.000000000, -.001476743, .002058951
 260.000000000, -.001394390, .001968165
 261.000000000, -.001394390, .001968165
 262.000000000, -.001394390, .001968165
 263.000000000, -.001394390, .001968165
 264.000000000, -.001310361, .001875070
 265.000000000, -.001310361, .001875070
 266.000000000, -.001310361, .001875070
 267.000000000, -.001310361, .001875070
 268.000000000, -.001225214, .001779780
 269.000000000, -.001225214, .001779780
 270.000000000, -.001225214, .001779780
 271.000000000, -.001225214, .001779780
 272.000000000, -.001139520, .001682707
 273.000000000, -.001139520, .001682707
 274.000000000, -.001139520, .001682707
 275.000000000, -.001139520, .001682707
 276.000000000, -.001053717, .001583691
 277.000000000, -.001053717, .001583691
 278.000000000, -.001053717, .001583691
 279.000000000, -.001053717, .001583691
 280.000000000, -.000968454, .001483336
 281.000000000, -.000968454, .001483336
 282.000000000, -.000968454, .001483336
 283.000000000, -.000968454, .001483336
 284.000000000, -.000884191, .001381955
 285.000000000, -.000884191, .001381955
 286.000000000, -.000884191, .001381955
 287.000000000, -.000884191, .001381955
 288.000000000, -.000801563, .001279723
 289.000000000, -.000801563, .001279723
 290.000000000, -.000801563, .001279723
 291.000000000, -.000801563, .001279723
 292.000000000, -.000721062, .001177231
 293.000000000, -.000721062, .001177231
 294.000000000, -.000721062, .001177231
 295.000000000, -.000721062, .001177231
 296.000000000, -.000643060, .001074788
 297.000000000, -.000643060, .001074788
 298.000000000, -.000643060, .001074788
 299.000000000, -.000643060, .001074788
 300.000000000, -.000568160, .000973094
 301.000000000, -.000568160, .000973094
 302.000000000, -.000568160, .000973094
 303.000000000, -.000568160, .000973094
 304.000000000, -.000496821, .000872546
 305.000000000, -.000496821, .000872546
 306.000000000, -.000496821, .000872546
 307.000000000, -.000496821, .000872546
 308.000000000, -.000429188, .000773869
 309.000000000, -.000429188, .000773869
 310.000000000, -.000429188, .000773869
 311.000000000, -.000429188, .000773869
 312.000000000, -.000365895, .000677543
 313.000000000, -.000365895, .000677543
 314.000000000, -.000365895, .000677543
 315.000000000, -.000365895, .000677543
 316.000000000, -.000307067, .000584362
 317.000000000, -.000307067, .000584362
 318.000000000, -.000307067, .000584362
 319.000000000, -.000307067, .000584362
 320.000000000, -.000252997, .000495056
 321.000000000, -.000252997, .000495056
 322.000000000, -.000252997, .000495056
 323.000000000, -.000252997, .000495056
 324.000000000, -.000203962, .000410590
 325.000000000, -.000203962, .000410590
 326.000000000, -.000203962, .000410590
 327.000000000, -.000203962, .000410590
 328.000000000, -.000159905, .000331422
 329.000000000, -.000159905, .000331422
 330.000000000, -.000159905, .000331422
 331.000000000, -.000159905, .000331422
 332.000000000, -.000121149, .000258475
 333.000000000, -.000121149, .000258475
 334.000000000, -.000121149, .000258475
 335.000000000, -.000121149, .000258475
 336.000000000, -.000087678, .000192586
 337.000000000, -.000087678, .000192586
 338.000000000, -.000087678, .000192586
 339.000000000, -.000087678, .000192586
 340.000000000, -.000059504, .000134752
 341.000000000, -.000059504, .000134752
 342.000000000, -.000059504, .000134752
 343.000000000, -.000059504, .000134752
 344.000000000, -.000036784, .000085683
 345.000000000, -.000036784, .000085683
 346.000000000, -.000036784, .000085683
 347.000000000, -.000036784, .000085683
 348.000000000, -.000019410, .000046454
 349.000000000, -.000019410, .000046454
 350.000000000, -.000019410, .000046454
 351.000000000, -.000019410, .000046454
 352.000000000, -.000007420, .000018277
 353.000000000, -.000007420, .000018277
 354.000000000, -.000007420, .000018277
 355.000000000, -.000007420, .000018277
 356.000000000, -.000001053, .000002584
 357.000000000, -.000001053, .000002584
 358.000000000, -.000001053, .000002584
 359.000000000, -.000001053, .000002584
 360.000000000, -.000001053, .000002584
