 t , uL, uV
 224.000000000, -.000530207, .000724157
 225.000000000, -.000530207, .000724157
 226.000000000, -.000530207, .000724157
 227.000000000, -.000530207, .000724157
 228.000000000, -.000502449, .000692642
 229.000000000, -.000502449, .000692642
 230.000000000, -.000502449, .000692642
 231.000000000, -.000502449, .000692642
 232.000000000, -.000475148, .000661280
 233.000000000, -.000475148, .000661280
 234.000000000, -.000475148, .000661280
 235.000000000, -.000475148, .000661280
 236.000000000, -.000448334, .000630094
 237.000000000, -.000448334, .000630094
 238.000000000, -.000448334, .000630094
 239.000000000, -.000448334, .000630094
 240.000000000, -.000422044, .000599115
 241.000000000, -.000422044, .000599115
 242.000000000, -.000422044, .000599115
 243.000000000, -.000422044, .000599115
 244.000000000, -.000396318, .000568385
 245.000000000, -.000396318, .000568385
 246.000000000, -.000396318, .000568385
 247.000000000, -.000396318, .000568385
 248.000000000, -.000371172, .000537927
 249.000000000, -.000371172, .000537927
 250.000000000, -.000371172, .000537927
 251.000000000, -.000371172, .000537927
 252.000000000, -.000346650, .000507789
 253.000000000, -.000346650, .000507789
 254.000000000, -.000346650, .000507789
 255.000000000, -.000346650, .000507789
 256.000000000, -.000322769, .000478008
 257.000000000, -.000322769, .000478008
 258.000000000, -.000322769, .000478008
 259.000000000, -.000322769, .000478008
 260.000000000, -.000299564, .000448616
 261.000000000, -.000299564, .000448616
 262.000000000, -.000299564, .000448616
 263.000000000, -.000299564, .000448616
 264.000000000, -.000277070, .000419669
 265.000000000, -.000277070, .000419669
 266.000000000, -.000277070, .000419669
 267.000000000, -.000277070, .000419669
 268.000000000, -.000255299, .000391194
 269.000000000, -.000255299, .000391194
 270.000000000, -.000255299, .000391194
 271.000000000, -.000255299, .000391194
 272.000000000, -.000234291, .000363261
 273.000000000, -.000234291, .000363261
 274.000000000, -.000234291, .000363261
 275.000000000, -.000234291, .000363261
 276.000000000, -.000214066, .000335888
 277.000000000, -.000214066, .000335888
 278.000000000, -.000214066, .000335888
 279.000000000, -.000214066, .000335888
 280.000000000, -.000194641, .000309154
 281.000000000, -.000194641, .000309154
 282.000000000, -.000194641, .000309154
 283.000000000, -.000194641, .000309154
 284.000000000, -.000176040, .000283097
 285.000000000, -.000176040, .000283097
 286.000000000, -.000176040, .000283097
 287.000000000, -.000176040, .000283097
 288.000000000, -.000158301, .000257764
 289.000000000, -.000158301, .000257764
 290.000000000, -.000158301, .000257764
 291.000000000, -.000158301, .000257764
 292.000000000, -.000141420, .000233229
 293.000000000, -.000141420, .000233229
 294.000000000, -.000141420, .000233229
 295.000000000, -.000141420, .000233229
 296.000000000, -.000125426, .000209530
 297.000000000, -.000125426, .000209530
 298.000000000, -.000125426, .000209530
 299.000000000, -.000125426, .000209530
 300.000000000, -.000110334, .000186742
 301.000000000, -.000110334, .000186742
 302.000000000, -.000110334, .000186742
 303.000000000, -.000110334, .000186742
 304.000000000, -.000096165, .000164914
 305.000000000, -.000096165, .000164914
 306.000000000, -.000096165, .000164914
 307.000000000, -.000096165, .000164914
 308.000000000, -.000082923, .000144123
 309.000000000, -.000082923, .000144123
 310.000000000, -.000082923, .000144123
 311.000000000, -.000082923, .000144123
 312.000000000, -.000070622, .000124417
 313.000000000, -.000070622, .000124417
 314.000000000, -.000070622, .000124417
 315.000000000, -.000070622, .000124417
 316.000000000, -.000059283, .000105868
 317.000000000, -.000059283, .000105868
 318.000000000, -.000059283, .000105868
 319.000000000, -.000059283, .000105868
 320.000000000, -.000048911, .000088549
 321.000000000, -.000048911, .000088549
 322.000000000, -.000048911, .000088549
 323.000000000, -.000048911, .000088549
 324.000000000, -.000039505, .000072520
 325.000000000, -.000039505, .000072520
 326.000000000, -.000039505, .000072520
 327.000000000, -.000039505, .000072520
 328.000000000, -.000031090, .000057866
 329.000000000, -.000031090, .000057866
 330.000000000, -.000031090, .000057866
 331.000000000, -.000031090, .000057866
 332.000000000, -.000023653, .000044650
 333.000000000, -.000023653, .000044650
 334.000000000, -.000023653, .000044650
 335.000000000, -.000023653, .000044650
 336.000000000, -.000017210, .000032944
 337.000000000, -.000017210, .000032944
 338.000000000, -.000017210, .000032944
 339.000000000, -.000017210, .000032944
 340.000000000, -.000011756, .000022831
 341.000000000, -.000011756, .000022831
 342.000000000, -.000011756, .000022831
 343.000000000, -.000011756, .000022831
 344.000000000, -.000007310, .000014403
 345.000000000, -.000007310, .000014403
 346.000000000, -.000007310, .000014403
 347.000000000, -.000007310, .000014403
 348.000000000, -.000003880, .000007751
 349.000000000, -.000003880, .000007751
 350.000000000, -.000003880, .000007751
 351.000000000, -.000003880, .000007751
 352.000000000, -.000001494, .000003037
 353.000000000, -.000001494, .000003037
 354.000000000, -.000001494, .000003037
 355.000000000, -.000001494, .000003037
 356.000000000, -.000000209, .000000432
 357.000000000, -.000000209, .000000432
 358.000000000, -.000000209, .000000432
 359.000000000, -.000000209, .000000432
 360.000000000, -.000000209, .000000432
