"time","L","S","E","I_S","I_A","H","R","D","V","YIS","YIH","Vcon","XMAY"
"t","NCL","NCS","NCE","NCIS","NCIA","NCH","NCR","NCD","NCV"
177,0.228487763,0.528178785,0.009452452,0.000698264,0.009002856,0.000259742,0.180475453,0.002891507,0.040553178
178,0.227935473,0.527641917,0.00957301,0.000707432,0.009123382,0.000263208,0.181179732,0.002907245,0.0406686
179,0.227377222,0.527093208,0.009693858,0.000716634,0.009244465,0.00026669,0.181902869,0.002923189,0.040781866
180,0.226813029,0.526532751,0.009814944,0.000725867,0.00936606,0.000270186,0.182644857,0.002939341,0.040892966
181,0.226242917,0.525960652,0.009936212,0.000735125,0.009488122,0.000273694,0.183405684,0.002955701,0.041001893
182,0.22566691,0.525377022,0.010057609,0.000744407,0.009610603,0.000277214,0.184185325,0.002972269,0.041108641
183,0.225085039,0.524781979,0.010179077,0.000753707,0.009733454,0.000280744,0.184983751,0.002989046,0.041213202
184,0.224497337,0.524175652,0.010300558,0.000763021,0.009856625,0.000284282,0.185800919,0.003006034,0.041315572
185,0.223903839,0.523558176,0.010421992,0.000772346,0.009980064,0.000287827,0.186636779,0.003023231,0.041415746
186,0.223304588,0.522929696,0.010543317,0.000781677,0.010103717,0.000291378,0.18749127,0.003040638,0.04151372
187,0.222699626,0.522290363,0.010664472,0.000791009,0.010227528,0.000294932,0.188364324,0.003058255,0.041609491
188,0.222089003,0.521640338,0.010785393,0.000800338,0.010351441,0.000298488,0.189255858,0.003076083,0.041703058
189,0.221472771,0.520979791,0.010906014,0.000809659,0.010475398,0.000302044,0.190165783,0.003094121,0.041794418
190,0.220850985,0.5203089,0.01102627,0.000818968,0.010599339,0.000305599,0.191093997,0.003112369,0.041883573
191,0.220223705,0.519627852,0.011146093,0.000828259,0.010723203,0.000309151,0.192040388,0.003130826,0.041970523
192,0.219590995,0.518936841,0.011265415,0.000837528,0.010846928,0.000312698,0.193004832,0.003149494,0.042055269
193,0.218952924,0.518236072,0.011384168,0.00084677,0.010970451,0.000316238,0.193987194,0.00316837,0.042137815
194,0.218309562,0.517525758,0.011502281,0.000855979,0.011093705,0.000319769,0.194987329,0.003187454,0.042218163
195,0.217660986,0.516806119,0.011619683,0.00086515,0.011216626,0.00032329,0.19600508,0.003206746,0.04229632
196,0.217007276,0.516077386,0.011736303,0.000874278,0.011339147,0.000326797,0.197040276,0.003226244,0.042372291
197,0.216348515,0.515339799,0.01185207,0.000883358,0.011461199,0.00033029,0.198092737,0.003245949,0.042446083
198,0.215684791,0.514593603,0.01196691,0.000892384,0.011582713,0.000333767,0.199162271,0.003265857,0.042517703
199,0.215016196,0.513839056,0.012080751,0.000901351,0.011703619,0.000337225,0.200248671,0.00328597,0.042587162
200,0.214342825,0.513076421,0.012193519,0.000910254,0.011823847,0.000340662,0.20135172,0.003306284,0.042654468
201,0.213664778,0.512305971,0.012305141,0.000919086,0.011943325,0.000344076,0.20247119,0.003326799,0.042719634
202,0.212982157,0.511527987,0.012415544,0.000927842,0.012061981,0.000347465,0.203606839,0.003347513,0.042782671
203,0.212295071,0.510742759,0.012524654,0.000936516,0.012179742,0.000350828,0.204758412,0.003368425,0.042843594
204,0.211603628,0.509950583,0.012632397,0.000945104,0.012296536,0.000354161,0.205925642,0.003389531,0.042902416
205,0.210907945,0.509151765,0.012738701,0.000953599,0.012412288,0.000357463,0.207108253,0.003410832,0.042959154
206,0.210208138,0.508346616,0.012843493,0.000961996,0.012526926,0.000360731,0.208305951,0.003432324,0.043013824
207,0.20950433,0.507535458,0.012946701,0.000970289,0.012640375,0.000363964,0.209518434,0.003454005,0.043066445
208,0.208796644,0.506718616,0.013048252,0.000978472,0.012752561,0.00036716,0.210745387,0.003475873,0.043117034
209,0.20808521,0.505896427,0.013148076,0.000986541,0.012863411,0.000370315,0.211986481,0.003497926,0.043165613
210,0.207370157,0.50506923,0.013246104,0.000994489,0.012972852,0.000373429,0.213241377,0.00352016,0.043212203
211,0.206651622,0.504237374,0.013342264,0.00100231,0.013080809,0.000376498,0.214509723,0.003542573,0.043256826
212,0.205929741,0.503401213,0.013436491,0.001010001,0.01318721,0.000379521,0.215791156,0.003565163,0.043299505
213,0.205204654,0.502561106,0.013528716,0.001017554,0.013291983,0.000382497,0.217085299,0.003587926,0.043340265
214,0.204476505,0.501717419,0.013618874,0.001024965,0.013395057,0.000385421,0.218391767,0.00361086,0.043379132
215,0.203745439,0.500870524,0.013706901,0.001032229,0.013496359,0.000388294,0.219710161,0.00363396,0.043416132
216,0.203011605,0.500020797,0.013792735,0.001039341,0.013595821,0.000391112,0.221040072,0.003657225,0.043451293
217,0.202275153,0.499168618,0.013876314,0.001046295,0.013693372,0.000393874,0.222381081,0.003680649,0.043484643
218,0.201536236,0.498314373,0.013957579,0.001053087,0.013788946,0.000396577,0.223732758,0.00370423,0.043516213
219,0.200795009,0.497458452,0.014036474,0.001059711,0.013882476,0.00039922,0.22509466,0.003727965,0.043546032
220,0.200051629,0.496601248,0.014112943,0.001066163,0.013973896,0.000401802,0.226466338,0.003751849,0.043574133
221,0.199306253,0.495743156,0.014186932,0.001072439,0.014063143,0.000404319,0.227847332,0.003775878,0.043600547
222,0.198559043,0.494884577,0.014258392,0.001078535,0.014150154,0.000406771,0.229237172,0.003800049,0.043625308
223,0.19781016,0.494025911,0.014327273,0.001084445,0.014234869,0.000409155,0.23063538,0.003824357,0.04364845
224,0.197059766,0.493167564,0.014393529,0.001090166,0.01431723,0.00041147,0.232041468,0.003848798,0.043670008
225,0.196308025,0.492309941,0.014457116,0.001095693,0.014397179,0.000413715,0.233454942,0.003873369,0.043690019
226,0.195555103,0.491453448,0.014517994,0.001101024,0.014474662,0.000415888,0.234875299,0.003898064,0.043708518
227,0.194801165,0.490598494,0.014576124,0.001106155,0.014549626,0.000417986,0.236302028,0.003922879,0.043725542
228,0.194046376,0.489745487,0.014631469,0.001111082,0.014622021,0.00042001,0.237734614,0.003947811,0.043741131
229,0.193290903,0.488894836,0.014683997,0.001115802,0.014691798,0.000421957,0.239172532,0.003972853,0.043755322
230,0.192534914,0.488046947,0.014733678,0.001120312,0.014758913,0.000423827,0.240615254,0.003998001,0.043768154
231,0.191778573,0.487202229,0.014780483,0.001124609,0.014823321,0.000425618,0.242062245,0.004023252,0.043779668
232,0.19102205,0.486361088,0.01482439,0.001128691,0.014884983,0.000427328,0.243512967,0.004048599,0.043789904
233,0.190265508,0.485523927,0.014865376,0.001132556,0.01494386,0.000428958,0.244966874,0.004074039,0.043798902
234,0.189509115,0.484691149,0.014903423,0.0011362,0.014999918,0.000430505,0.246423421,0.004099565,0.043806704
235,0.188753034,0.483863153,0.014938515,0.001139623,0.015053122,0.00043197,0.247882056,0.004125174,0.043813352
236,0.187997431,0.483040336,0.014970641,0.001142822,0.015103444,0.000433351,0.249342226,0.004150861,0.043818888
237,0.187242468,0.482223092,0.014999791,0.001145797,0.015150858,0.000434647,0.250803375,0.004176619,0.043823353
238,0.186488308,0.481411811,0.015025958,0.001148546,0.015195338,0.000435858,0.252264946,0.004202445,0.043826791
239,0.18573511,0.480606876,0.015049139,0.001151067,0.015236864,0.000436984,0.253726381,0.004228332,0.043829245
240,0.184983035,0.479808671,0.015069335,0.001153361,0.015275419,0.000438024,0.255187122,0.004254277,0.043830758
241,0.184232239,0.47901757,0.015086548,0.001155427,0.015310986,0.000438977,0.256646609,0.004280273,0.043831372
242,0.183482878,0.478233944,0.015100784,0.001157263,0.015343555,0.000439843,0.258104284,0.004306316,0.043831132
