 t , uL, uV
 274.000000000, -.001407800, .001467607
 275.000000000, -.001407800, .001467607
 276.000000000, -.001300097, .001385291
 277.000000000, -.001300097, .001385291
 278.000000000, -.001300097, .001385291
 279.000000000, -.001300097, .001385291
 280.000000000, -.001193524, .001301207
 281.000000000, -.001193524, .001301207
 282.000000000, -.001193524, .001301207
 283.000000000, -.001193524, .001301207
 284.000000000, -.001088421, .001215045
 285.000000000, -.001088421, .001215045
 286.000000000, -.001088421, .001215045
 287.000000000, -.001088421, .001215045
 288.000000000, -.000985911, .001129772
 289.000000000, -.000985911, .001129772
 290.000000000, -.000985911, .001129772
 291.000000000, -.000985911, .001129772
 292.000000000, -.000884202, .001041160
 293.000000000, -.000884202, .001041160
 294.000000000, -.000884202, .001041160
 295.000000000, -.000884202, .001041160
 296.000000000, -.000789244, .000954813
 297.000000000, -.000789244, .000954813
 298.000000000, -.000789244, .000954813
 299.000000000, -.000789244, .000954813
 300.000000000, -.000696364, .000866012
 301.000000000, -.000696364, .000866012
 302.000000000, -.000696364, .000866012
 303.000000000, -.000696364, .000866012
 304.000000000, -.000608736, .000780841
 305.000000000, -.000608736, .000780841
 306.000000000, -.000608736, .000780841
 307.000000000, -.000608736, .000780841
 308.000000000, -.000524928, .000694071
 309.000000000, -.000524928, .000694071
 310.000000000, -.000524928, .000694071
 311.000000000, -.000524928, .000694071
 312.000000000, -.000447878, .000609587
 313.000000000, -.000447878, .000609587
 314.000000000, -.000447878, .000609587
 315.000000000, -.000447878, .000609587
 316.000000000, -.000375561, .000527043
 317.000000000, -.000375561, .000527043
 318.000000000, -.000375561, .000527043
 319.000000000, -.000375561, .000527043
 320.000000000, -.000309082, .000448584
 321.000000000, -.000309082, .000448584
 322.000000000, -.000309082, .000448584
 323.000000000, -.000309082, .000448584
 324.000000000, -.000248451, .000374288
 325.000000000, -.000248451, .000374288
 326.000000000, -.000248451, .000374288
 327.000000000, -.000248451, .000374288
 328.000000000, -.000193574, .000303340
 329.000000000, -.000193574, .000303340
 330.000000000, -.000193574, .000303340
 331.000000000, -.000193574, .000303340
 332.000000000, -.000148454, .000237405
 333.000000000, -.000148454, .000237405
 334.000000000, -.000148454, .000237405
 335.000000000, -.000148454, .000237405
 336.000000000, -.000107537, .000178454
 337.000000000, -.000107537, .000178454
 338.000000000, -.000107537, .000178454
 339.000000000, -.000107537, .000178454
 340.000000000, -.000072474, .000125267
 341.000000000, -.000072474, .000125267
 342.000000000, -.000072474, .000125267
 343.000000000, -.000072474, .000125267
 344.000000000, -.000043351, .000080708
 345.000000000, -.000043351, .000080708
 346.000000000, -.000043351, .000080708
 347.000000000, -.000043351, .000080708
 348.000000000, -.000022837, .000042452
 349.000000000, -.000022837, .000042452
 350.000000000, -.000022837, .000042452
 351.000000000, -.000022837, .000042452
 352.000000000, -.000010115, .000017390
 353.000000000, -.000010115, .000017390
 354.000000000, -.000010115, .000017390
 355.000000000, -.000010115, .000017390
 356.000000000, -.000001800, .000003312
 357.000000000, -.000001800, .000003312
 358.000000000, -.000001800, .000003312
 359.000000000, -.000001800, .000003312
 360.000000000, -.000001800, .000003312
