"time","L","S","E","I_S","I_A","H","R","D"
186.,0.,0.7545181650442397,0.013542890218256358,0.001063797715140404,0.013092587292453212,0.0014402996419506646,0.21297443381343698,0.003367826243522491,""
186.5,0.,0.7537196034455793,0.013607508703260838,0.0010692336737011107,0.013162342131877844,0.0014485651765634797,0.2136131340172479,0.003379612820769332,""
187.,0.,0.7529169419662397,0.013671708002400222,0.0010746424292839968,0.01323181390807836,0.0014568106414942275,0.21425661626421977,0.0033914667572835433,""
187.5,0.,0.7521102476672427,0.013735475421900794,0.0010800230025004595,0.013300990311104606,0.0014650346634625315,0.2149048410122229,0.0034033878905659048,""
188.,0.,0.7512995887600504,0.013798798395596052,0.0010853743897707557,0.013369858915548509,0.001473235877516068,0.21555776758538076,0.0034153760451373335,""
188.5,0.,0.7504850361399852,0.013861664487824409,0.0010906955654483423,0.013438407138000014,0.0014814129115164939,0.21621535270879916,0.0034274310174262704,""
189.,0.,0.7496666593788429,0.01392406119691909,0.0010959855157944326,0.013506622477779983,0.001489564396397429,0.21687755438557652,0.003439552617689484,""
189.5,0.,0.7488445312860393,0.01398597614610099,0.0011012432207097057,0.013574492338681587,0.0014976889451052684,0.2175443274105673,0.003451740621795713,""
190.,0.,0.748018724673329,0.014047396958681471,0.0011064676600900957,0.013642004124428285,0.0015057851705734806,0.21821562657630872,0.0034639948055888545,""
190.5,0.,0.7471893130107836,0.014108311278198756,0.0011116578200563404,0.013709145257998595,0.001513851679362969,0.21889140598506696,0.0034763149375327067,""
191.,0.,0.7463563732442804,0.014168706869307532,0.0011168126989099755,0.013775903157665994,0.0015218870518703043,0.21957161619877635,0.0034887007481893915,""
191.5,0.,0.7455199802195989,0.01422857142348336,0.0011219312875928428,0.01384226524454677,0.001529889884300667,0.22025620991845601,0.003501151991021398,""
192.,0.,0.7446802088923292,0.014287892643997732,0.0011270125771441072,0.013908218940635696,0.0015378587726953,0.22094513972407276,0.003513668418125111,""
192.5,0.,0.7438371394035238,0.014346658572906954,0.0011320555710718455,0.013973751681283947,0.0015457922872071602,0.22163835273129995,0.003526249721706205,""
193.,0.,0.7429908512675295,0.014404857211322406,0.0011370592713771635,0.01403885090022846,0.0015536890011180167,0.22233579671621567,0.003538895601208637,""
193.5,0.,0.7421414226769207,0.014462476473999349,0.001142022676882847,0.014103504027801637,0.0015615474943085528,0.22303742084774433,0.0035516057713424845,""
194.,0.,0.7412889341063795,0.01451950449424235,0.001146944793925329,0.014167698542264476,0.0015693663414599183,0.22374317177232297,0.003564379918405388,""
194.5,0.,0.7404334696576509,0.014575929752706834,0.0011518246407828418,0.014231421998053172,0.0015771441089893982,0.22445299212727907,0.0035772176835377452,""
195.,0.,0.7395751108127468,0.014631740479165755,0.0011566612271083677,0.014294661894584566,0.0015848793692830516,0.2251668274456155,0.0035901187404958524,""
195.5,0.,0.7387139394224225,0.014686924949379123,0.0011614535651499587,0.014357405751258184,0.001592570694509198,0.22588462282822566,0.003603082758055303,""
196.,0.,0.7378500420088776,0.014741472000645045,0.0011662006973077329,0.014419641316488057,0.001600216652850156,0.22660631795016922,0.003616109342662165,""
196.5,0.,0.7369835038376088,0.014795370319197748,0.0011709016578703578,0.014481356277079178,0.001607815813560551,0.22733185394615307,0.003629198117530273,""
197.,0.,0.7361144093360668,0.014848608490532834,0.0011755554757172913,0.014542538278751873,0.0016153667466100867,0.22806117292426595,0.003642348717055234,""
197.5,0.,0.7352428434971691,0.014901175279318874,0.0011801611937542161,0.014603175102795072,0.001622868029698392,0.22879421610204612,0.0036555607642182048,""
198.,0.,0.7343688949687008,0.014953060020137451,0.001184717890661563,0.0146632548363119,0.0016303182470497534,0.22953092017744758,0.0036688338286908744,""
198.5,0.,0.7334926537546317,0.015004252137459628,0.0011892246470491042,0.014722765561964068,0.0016377159763302184,0.23027122042697057,0.003682167464594729,""
199.,0.,0.7326142098596978,0.015054741055607343,0.001193680543509046,0.014781695362216867,0.0016450597951873632,0.23101505212673212,0.003695561226049422,""
199.5,0.,0.7317336532886355,0.015104516198902535,0.0011980846606335952,0.014840032319535597,0.0016523482812687636,0.23176235055284938,0.0037090146671746073,""
200.,0.,0.7308510740461809,0.015153566991667144,0.0012024360790149579,0.014897764516385553,0.0016595800122219957,0.2325130509814394,0.0037225273420899395,""
200.5,0.,0.7299665621304015,0.015201882858963548,0.001206733879271308,0.014954880035773456,0.0016667535657928605,0.23326708869383575,0.003736098804961563,""
201.,0.,0.7290802065416935,0.015249453688004832,0.0012109771626387146,0.01501136724801084,0.0016738675557939338,0.23402439916577983,0.003749728607078255,""
201.5,0.,0.7281920998136874,0.015296270215575428,0.0012151650757342867,0.015067214965700012,0.0016809206195325015,0.23478491303842214,0.003763416240348148,""
202.,0.,0.7273023366531784,0.015342323210407127,0.0012192967697247732,0.015122411985435912,0.0016879113789268095,0.23554855879744258,0.0037771611738842558,""
202.5,0.,0.726411011766962,0.015387603441231718,0.0012233713957769225,0.015176947103813492,0.0016948384558951033,0.23631526492852103,0.0037909628767995923,""
203.,0.,0.7255182198618335,0.015432101676780993,0.0012273881050574836,0.015230809117427696,0.0017017004723556288,0.23708495991733744,0.003804820818207171,""
203.5,0.,0.7246240556445881,0.015475808685786742,0.0012313460487332049,0.015283986822873472,0.0017084960502266313,0.23785757224957169,0.0038187344672200065,""
204.,0.,0.7237286137666064,0.01551871524018331,0.0012352443785072955,0.015336469025123345,0.0017152238125672152,0.2386330304527198,0.0038327032932925584,""
204.5,0.,0.7228319871943143,0.015560812554352123,0.0012390822892515536,0.015388245113307253,0.0017218824495087133,0.2394112636045404,0.0038467267637255823,""
205.,0.,0.721934271607209,0.015602092668566348,0.001242859026055933,0.015439305004537078,0.0017284706875474276,0.24019219668168038,0.0038608042934036944,""
205.5,0.,0.7210355641795627,0.015642547706161324,0.0012465738327280358,0.01548963855171373,0.001734987238307866,0.24097575317868072,0.0038749352818455095,""
206.,0.,0.7201359620856473,0.015682169790472406,0.001250225953075463,0.015539235607738119,0.0017414308134145356,0.24176185659008242,0.0038891191285696423,""
206.5,0.,0.7192355624997349,0.015720951044834928,0.0012538146309058165,0.015588086025511153,0.0017478001244919442,0.24255043041042648,0.003903355233094708,""
207.,0.,0.7183344625960973,0.015758883592584247,0.0012573391100266977,0.015636179657933742,0.0017540938831645996,0.24334139813425393,0.003917642994939321,""
207.5,0.,0.7174327594656053,0.015795959572995028,0.0012607986377038537,0.01568350638648069,0.0017603108023270355,0.24413468329016405,0.0039319818137239695,""
208.,0.,0.7165305493369379,0.015832171800086087,0.0012641925560557704,0.015730056933039954,0.0017664496396544813,0.2449302086317173,0.003946371071508386,""
208.5,0.,0.7156279304094194,0.015867513887498307,0.0012675202618123297,0.0157758226014415,0.0017725091958177388,0.24572789350799856,0.003960810105012056,""
209.,0.,0.7147250015274033,0.015901979480694592,0.0012707811429331797,0.0158207946402826,0.0017784882712913992,0.24652765666188933,0.003975298244505493,""
209.5,0.,0.7138218615352432,0.015935562225137846,0.0012739745873779685,0.015864964298160547,0.001784385666550054,0.2473294168362711,0.003989834820259214,""
210.,0.,0.7129186092772924,0.015968255766290976,0.0012770999831063445,0.015908322823672615,0.0017902001820682936,0.24813309277402545,0.004004419162543733,""
210.5,0.,0.7120153435979047,0.01600005374961689,0.0012801567180779553,0.015950861465416088,0.0017959306183207098,0.24893860321803388,0.004019050601629567,""
211.,0.,0.7111121631415737,0.016030949885357793,0.0012831441817757038,0.01599257150382445,0.0018015757816760571,0.24974586700679266,0.0040337284679995995,""
211.5,0.,0.7102091649655595,0.016060939043261665,0.0012860618173460199,0.016033444942237882,0.0018071345693968827,0.2505548025577546,0.004048452073443295,""
212.,0.,0.7093064475940541,0.016090016823692325,0.0012889091344739081,0.016073474429248013,0.0018126059179102818,0.25136532537953554,0.00406322069008565,""
212.5,0.,0.7084041100003359,0.016118178798678568,0.0012916856469754585,0.01611265262733669,0.0018179887584105197,0.25217735055139195,0.004078033585870804,""
213.,0.,0.7075022511576831,0.016145420540249197,0.001294390868666761,0.016150972198985765,0.0018232820220918616,0.2529907931525803,0.004092890028742895,""
213.5,0.,0.7066009700393742,0.016171737620433,0.0012970243133639055,0.016188425806677082,0.001828484640148573,0.253805568262357,0.004107789286646061,""
214.,0.,0.7057003656186877,0.01619712561125878,0.001299585494882982,0.01622500611289249,0.0018335955437749193,0.25462159095997855,0.0041227306275244385,""
214.5,0.,0.7048005364888585,0.016221580183979952,0.0013020739229852721,0.016260705837433755,0.0018386136834908557,0.2554387765326053,0.0041377133196460894,""
215.,0.,0.7039015789630656,0.01624509829758226,0.0013044891235127697,0.016295518559692995,0.0018435381806823,0.2562570402337707,0.004152736610693232,""
215.5,0.,0.7030035903868105,0.016267677687494392,0.0013068306943595392,0.016329438482361392,0.00184836818720352,0.257076294817334,0.004167799713436461,""
216.,0.,0.7021066683890251,0.016289316085965424,0.001309098240576402,0.01636245981812629,0.0018531028461132814,0.2578964527510927,0.004182901838100578,""
216.5,0.,0.7012109105986414,0.01631001122524444,0.0013112913672141788,0.01639457677967504,0.0018577413004703493,0.258717426502844,0.004198042194910383,""
217.,0.,0.700316414644591,0.016329760837580518,0.001313409679323691,0.016425783579694993,0.00186228269333349,0.25953912854038536,0.0042132199940906785,""
217.5,0.,0.699423278155806,0.016348562655222738,0.0013154527819557596,0.016456074430873498,0.0018667261677614694,0.2603614713315141,0.004228434445866264,""
218.,0.,0.6985315984890976,0.01636641440887569,0.0013174202917902804,0.016485443635499624,0.0018710708693340835,0.26118436751280955,0.004243684761592959,""
218.5,0.,0.6976414702482067,0.0163833144478692,0.00131931196753287,0.01651388680563257,0.0018753160231870084,0.26200773033215324,0.00425897014441821,""
219.,0.,0.6967529880969444,0.016399262228872183,0.0013211276078619056,0.016541400237386185,0.0018794609482368355,0.26283147108675653,0.00427428976294167,""
219.5,0.,0.6958662470037713,0.016414257306651983,0.0013228670021398596,0.016567980187833755,0.0018835049687902742,0.26365550071830157,0.00428964278151096,""
220.,0.,0.6949813419371478,0.01642829923597594,0.0013245299397292042,0.016593622914048558,0.0018874474091540347,0.2644797301684705,0.004305028364473705,""
220.5,0.,0.6940983678655342,0.0164413875716114,0.001326116209992412,0.01661832467310388,0.0018912875936348266,0.2653040703789453,0.00432044567617753,""
221.,0.,0.6932174197573914,0.016453521868325702,0.0013276256022919553,0.016642081722072998,0.0018950248465393598,0.2661284322914082,0.004335893880970057,""
221.5,0.,0.6923385923990025,0.016464701668354953,0.0013290579170123313,0.01666489036733123,0.0018986584877804776,0.2669527269849319,0.004351372144586217,""
222.,0.,0.6914619775213917,0.01647492687593926,0.0013304131501922771,0.01668674811612987,0.001902187827849575,0.2677768668400296,0.004366879637467319,""
222.5,0.,0.6905876658773692,0.01648419847934607,0.0013316913787973477,0.016707653493098582,0.0019056122829645306,0.2686007629572665,0.0043824155001574005,""
223.,0.,0.6897157485167543,0.01649251761238995,0.001332892664186419,0.016727605024280834,0.001908931290560273,0.2694243259939477,0.004397978866880159,""
223.5,0.,0.6888463164893662,0.016499885408885487,0.0013340170677183672,0.016746601235720086,0.0019121442880717318,0.2702474666073785,0.004413568871859294,""
224.,0.,0.6879794608450243,0.01650630300264725,0.0013350646507520683,0.0167646406534598,0.0019152507129338357,0.271070095454864,0.004429184649318502,""
224.5,0.,0.6871152726335477,0.016511771527489817,0.0013360354746463985,0.01678172180354345,0.0019182500025815138,0.2718921231937093,0.004444825333481483,""
225.,0.,0.6862538427716157,0.01651629215435983,0.0013369295940679356,0.016797843197170547,0.0019211416017055583,0.2727134605909474,0.004460490059132719,""
225.5,0.,0.6853952584863257,0.016519867280925436,0.0013377469798587596,0.016813003571906456,0.0019239251452688785,0.2735340205411015,0.004476177963612968,""
226.,0.,0.6845396049030598,0.016522500349300088,0.001338487732792518,0.0168272029091701,0.0019266003577343275,0.27435371555392346,0.00449188816301939,""
226.5,0.,0.683686967500732,0.016524194763832257,0.0013391520026833177,0.0168404414260092,0.0019291669409742874,0.2751724575668035,0.004507619767965138,""
227.,0.,0.6828374317582562,0.016524953928870406,0.0013397399393452658,0.016852719339471484,0.0019316245968611402,0.27599015851713177,0.0045233718890633655,""
227.5,0.,0.6819910831545465,0.016524781248763,0.001340251692592469,0.01686403686660467,0.0019339730272672675,0.2768067303422986,0.004539143636927225,""
228.,0.,0.6811480071685166,0.016523680127858507,0.0013406874122390343,0.016874394224456482,0.0019362119340650516,0.27762208497969404,0.004554934122169871,""
228.5,0.,0.6803082892145849,0.016521653986185738,0.0013410472430494154,0.016883791619740324,0.0019383410242851432,0.27843613442548726,0.004570742455666874,""
229.,0.,0.6794720111484542,0.016518707318169814,0.0013413311693638698,0.016892229289937215,0.001940360252111498,0.2792487930391691,0.004586567751793926,""
229.5,0.,0.6786392513792581,0.01651484601497807,0.001341539221421426,0.01689970852564963,0.0019422697472970605,0.2800599759707739,0.004602409109621471,""
230.,0.,0.6778100885128685,0.01651007600907538,0.0013416714952256866,0.01690623090505946,0.0019440696078969933,0.2808695978161321,0.0046182656227415925,""
230.5,0.,0.6769846011551575,0.016504403232926634,0.0013417280867802541,0.016911798006348587,0.0019457599319664576,0.28167757317107384,0.00463413638474638,""
231.,0.,0.6761628679119972,0.016497833618996705,0.0013417090920887305,0.016916411407698898,0.0019473408175606157,0.2824838166314295,0.004650020489227919,""
231.5,0.,0.6753449673892598,0.016490373099750474,0.0013416146071547183,0.016920072687292276,0.0019488123627346293,0.28328824279302944,0.004665917029778296,""
232.,0.,0.6745309781539894,0.016482027617880934,0.0013414447277528747,0.016922783431911566,0.0019501746677791515,0.28409076626974766,0.00468182509993796,""
232.5,0.,0.6737209748414354,0.01647280397766844,0.0013411995157185097,0.016924546064239335,0.0019514280635482156,0.2848913037154646,0.004697743790925046,""
233.,0.,0.6729150292741072,0.016462709046049594,0.0013408790428750667,0.016925363701610897,0.0019525730095002513,0.2856897736940032,0.004713672200853454,""
233.5,0.,0.6721132166527758,0.01645174555538291,0.0013404846526417567,0.016925242473846098,0.0019536087953705506,0.28648609236702294,0.004729609471959522,""
234.,0.,0.6713156123816593,0.016439914673911923,0.0013400182637753545,0.016924190140540262,0.001954534242417537,0.28728017550014795,0.004745554766547344,""
234.5,0.,0.6705222868102728,0.016427224634069593,0.0013394798841753926,0.016922209540077733,0.0019553498742588766,0.2880719420491409,0.004761507177004333,""
235.,0.,0.6697333092066763,0.016413684160055415,0.0013388694662999363,0.016919303507222955,0.0019560562991330537,0.2888613115357191,0.004777465793892856,""
235.5,0.,0.6689487484040803,0.01639930056023902,0.0013381874275672915,0.01691547638563317,0.0019566537811881025,0.28964820368348315,0.004793429726808643,""
236.,0.,0.6681686722986566,0.0163840813384886,0.001337434186357434,0.016910732692137463,0.0019571426232987492,0.2904325387438929,0.004809398086167875,""
236.5,0.,0.6673931478420859,0.016368033355596924,0.0013366104113725866,0.01690507789406028,0.0019575229743984952,0.2912142374980381,0.0048253699934473334,""
237.,0.,0.6666222399984773,0.01635116462019776,0.0013357165539066463,0.016898517059088333,0.001957795219321666,0.29199322195287164,0.004841344565136389,""
237.5,0.,0.6658560134099135,0.01633348298427334,0.00133475313297199,0.01689105552605381,0.0019579597044434376,0.2927694142906664,0.004857320920677328,""
238.,0.,0.6650945324636353,0.016314996179004018,0.0013337207173625355,0.016882698830486743,0.0019580167473860675,0.2935427368491394,0.004873298181985733,""
238.5,0.,0.6643378575580462,0.016295713020967138,0.0013326197829683206,0.016873452777934807,0.0019579668733005796,0.2943131144799503,0.004889275475832464,""
239.,0.,0.6635860502303446,0.01627564201686416,0.0013314508322030164,0.01686332309685687,0.0019578105480894817,0.2950804713170395,0.004905251927602222,""
239.5,0.,0.6628391711840697,0.016254791655558355,0.0013302144125848356,0.016852315773717336,0.001957548230709238,0.2958447320456256,0.004921226666734814,""
240.,0.,0.6620972770937449,0.01623317076227016,0.001328911178191224,0.016840437693789,0.0019571804334474435,0.29660582397053975,0.0049371988370174045,""
240.5,0.,0.6613604265211164,0.016210788004667662,0.0013275417331864423,0.016827695321335722,0.00195670764361097,0.29736367316956597,0.004953167575516742,""
241.,0.,0.6606286758674008,0.016187652285376337,0.0013261067118552831,0.016814095490081435,0.0019561303920880026,0.29811820719505594,0.00496913202714203,""
241.5,0.,0.6599020784852759,0.016163772832327544,0.0013246067940631313,0.016799645567889505,0.001955449269552727,0.29886935567203965,0.004985091347851323,""
242.,0.,0.6591806896970008,0.016139158663696824,0.0013230426299446643,0.016784352576260562,0.0019546648281894598,0.299617046887437,0.005001044686470431,""
242.5,0.,0.6584645608396626,0.016113819271206208,0.0013214148964346424,0.016768224087533548,0.0019537777141679677,0.3003612119530139,0.0050169912069808744,""
243.,0.,0.6577537421303755,0.016087764279591216,0.0013197242780468945,0.016751267829064984,0.001952788600048383,0.3011017827742504,0.005032930077622426,""
243.5,0.,0.6570482855400817,0.016061003105294114,0.0013179714474267634,0.016733491285460703,0.0019516981170646925,0.3018386900137052,0.005048860459966619,""
244.,0.,0.6563482398502987,0.01603354545322843,0.0013161571083659474,0.01671490238976019,0.001950506958898333,0.30257186667892433,0.005064781529523907,""
244.5,0.,0.6556536501183631,0.01600540136514551,0.0013142820010246588,0.01669550959862326,0.0019492158921484528,0.3033012485156141,0.0050806924780807386,""
245.,0.,0.6549645642576613,0.015976580624477987,0.0013123468376723367,0.01667532096714874,0.0019478256274940878,0.30402676916960375,0.005096592484941609,""
245.5,0.,0.6542810283502927,0.015947093145115176,0.001310352348570234,0.016654344789093743,0.0019463369071109314,0.3047483636903991,0.005112480738417937,""
246.,0.,0.6536030832211241,0.015916949216807915,0.0013082993156260923,0.01663259004407359,0.0019447505637619211,0.30546597115496654,0.005128356452639619,""
246.5,0.,0.6529307725716261,0.015886158923646632,0.0013061884924882082,0.016610065336422085,0.0019430673806433098,0.30617952843656393,0.0051442188276094375,""
247.,0.,0.6522641394224692,0.01585473239088903,0.0013040206371312576,0.016586779342562554,0.0019412881524556941,0.3068889729564536,0.005160067067038413,""
247.5,0.,0.6516032208819,0.015822680118766478,0.0013017965505947918,0.016562741403882388,0.001939413774336168,0.30759424683352643,0.005175900405993459,""
248.,0.,0.650948056211314,0.01579001247095485,0.001299517018235271,0.016537960619606634,0.0019374451048455054,0.308295290475921,0.005191718068122503,""
248.5,0.,0.6502986853450503,0.015756739762819213,0.0012971828198672852,0.016512446006232067,0.0019353829904946971,0.30899204377081624,0.005207519273720058,""
249.,0.,0.6496551456738413,0.015722872368303657,0.0012947947421519178,0.016486206737848823,0.001933228309725467,0.3096844488766275,0.005223303260501153,""
249.5,0.,0.6490174694456549,0.01568842098551426,0.0012923536089818322,0.01645925256444861,0.001930982028122127,0.3103724520427467,0.005239069293531394,""
250.,0.,0.6483856883126499,0.015653396370507805,0.001289860250881877,0.01643159332824928,0.0019286451236037172,0.31105599994284255,0.0052548166402647395,""
250.5,0.,0.6477598339269849,0.01561780927934107,0.001287315498376901,0.016403238871468696,0.0019262185740892793,0.31173503925058377,0.005270544568155147,""
251.,0.,0.6471399379408189,0.015581670468070836,0.0012847201819917527,0.016374199036324706,0.0019237033574978537,0.3124095166396391,0.0052862523446565775,""
251.5,0.,0.6465260320063108,0.015544990692753887,0.001282075132251281,0.016344483665035173,0.0019211004517484813,0.31307937878367725,0.005301939237222986,""
252.,0.,0.6459181478312541,0.015507780688358027,0.001279381178464764,0.01631410258202407,0.0019184108323584024,0.31374457234303893,0.005317604513501425,""
252.5,0.,0.6453163156973378,0.015470050824303933,0.0012766391382818196,0.016283065463702704,0.0019156354608452718,0.31440504592299473,0.005333247461533455,""
253.,0.,0.6447205591930963,0.015431811814236853,0.0012738498719671867,0.016251382665145354,0.0019127754048015905,0.3150607536122874,0.005348867407464996,""
253.5,0.,0.6441309006253555,0.015393074549334923,0.0012710142532205556,0.01621906474580282,0.001909831761440772,0.31571165035222826,0.00536446368161693,""
254.,0.,0.643547362300941,0.015353849920776269,0.001268133155741616,0.0161861222651259,0.0019068056279762308,0.31635769108412864,0.005380035614310141,""
254.5,0.,0.6429699665266786,0.015314148819739026,0.0012652074532300587,0.016152565782565395,0.0019036981016213813,0.31699883074929985,0.0053955825358655085,""
255.,0.,0.642398735609394,0.015273982137401325,0.0012622380193855732,0.016118405857572102,0.0019005102795896373,0.31763502428905327,0.005411103776603917,""
255.5,0.,0.6418336919100591,0.015233360753117204,0.0012592257266850078,0.016083653031941043,0.0018972432568275515,0.31826622662344695,0.005426598666922912,""
256.,0.,0.6412748574600978,0.015192295182943332,0.0012561714151312555,0.016048317401332644,0.0018938980776803036,0.31889239387721924,0.005442066554595214,""
256.5,0.,0.6407222485158841,0.015150796049560537,0.0012530759492764203,0.01601240947615851,0.0018904758574586728,0.31951348729412116,0.005457506826540415,""
257.,0.,0.6401758798238544,0.01510887412284995,0.0012499402110339019,0.015975940027032134,0.0018869777476820814,0.3201294691615252,0.005472918875022266,""
257.5,0.,0.6396357661304447,0.015066540172692704,0.0012467650823171006,0.015938919824567015,0.0018834048998699505,0.3207403017668039,0.005488302092304519,""
258.,0.,0.6391019221820915,0.015023804968969932,0.001243551445039416,0.015901359639376635,0.0018797584655417022,0.3213459473973298,0.005503655870650923,""
258.5,0.,0.6385743627252309,0.014980679281562766,0.0012403001811142483,0.015863270242074495,0.0018760395962167584,0.3219463683404754,0.0055189796023252325,""
259.,0.,0.6380531025103978,0.014937173876699066,0.0012370121716278352,0.01582466239637781,0.001872249443094862,0.3225415268910783,0.005534272679724222,""
259.5,0.,0.6375381547215282,0.014893299307780055,0.001233688253444819,0.015785546548738292,0.0018683891563573557,0.32313138746453374,0.005549534516617482,""
260.,0.,0.6370295273489277,0.014849066076226318,0.0012303292631977375,0.015745933293263382,0.0018644599328515755,0.32371591948623446,0.0055647645682987325,""
260.5,0.,0.6365272273742846,0.014804484754568607,0.001226936055660089,0.01570583340176282,0.0018604629847050113,0.3242950931035373,0.005579962294481493,""
261.,0.,0.6360312617792869,0.01475956591533768,0.0012235094856053725,0.01566525764604633,0.0018563995240451535,0.32486887846379914,0.005595127154879284,""
261.5,0.,0.6355416375456231,0.014714320131064287,0.0012200504078070868,0.015624216797923644,0.001852270762999492,0.32543724571437666,0.005610258609205623,""
262.,0.,0.6350583616549811,0.014668757974279186,0.0012165596770387305,0.015582721629204493,0.001848077913695517,0.32600016500262685,0.005625356117174033,""
262.5,0.,0.6345814410938634,0.014622890014253173,0.0012130381479854133,0.01554078290999826,0.001843822187946705,0.32655760647640875,0.005640419138544181,""
263.,0.,0.6341108818028193,0.014576726419935645,0.00120948666309591,0.015498411243821487,0.0018395047751037527,0.32710954191263986,0.005655447151584048,""
263.5,0.,0.6336466848531795,0.014530277116647639,0.0012059060537987195,0.01545561724193286,0.001835126892466678,0.32765594813194976,0.0056704396790247654,""
264.,0.,0.6331888501041515,0.014483552153103757,0.0012022971539984884,0.01541241160650443,0.001830689779348291,0.32819680292196474,0.005685396249928713,""
264.5,0.,0.6327373774149424,0.014436561578018602,0.0011986607975998638,0.015368805039708248,0.0018261946750614017,0.32873208407031107,0.005700316393358271,""
265.,0.,0.6322922666447596,0.014389315440106779,0.0011949978185074924,0.015324808243716369,0.0018216428189188206,0.329261769364615,0.00571519963837582,""
265.5,0.,0.6318535176528102,0.014341823788082885,0.0011913090506260214,0.015280431920700844,0.001817035450233358,0.3297858365925028,0.005730045514043741,""
266.,0.,0.6314211302933973,0.014294096669403455,0.0011875953279656978,0.01523568677277909,0.0018123738081552892,0.3303042635478041,0.005744853549494863,""
266.5,0.,0.6309951022648689,0.01424614363833256,0.001183857523946385,0.015190583481406885,0.0018076590717411673,0.33081703068538854,0.0057596233033154216,""
267.,0.,0.6305754283896002,0.01419797372164764,0.0011800965492822961,0.015145132707789269,0.001802892364624959,0.3313241218659787,0.005774354370076783,""
267.5,0.,0.6301621037792816,0.0141495960663012,0.001176313303074578,0.015099345118930765,0.0017980748287473114,0.3318255205336346,0.005789046339029707,""
268.,0.,0.6297551235456036,0.014101019819245738,0.0011725086844243773,0.015053231381835902,0.0017932076060488715,0.3323212101324164,0.00580369879942495,""
268.5,0.,0.6293544820179737,0.01405225447934155,0.0011686835001701692,0.015006801840931496,0.0017882919088189966,0.33281117487827777,0.005818311343486167,""
269.,0.,0.6289601708429201,0.014003309769903386,0.0011648384450281724,0.014960066372534286,0.0017833290214351804,0.33329540193018636,0.005832883586992294,""
269.5,0.,0.6285721811220889,0.013954195141746546,0.0011609742570890828,0.014913034964517685,0.0017783201881408982,0.333773879140585,0.005847415154831726,""
270.,0.,0.6281905039571706,0.013904920045587615,0.001157091674465216,0.014865717604824608,0.001773266653162069,0.33424659436189597,0.00586190567189376,""
270.5,0.,0.6278151302179027,0.013855493747157291,0.0011531914479929646,0.014818124316922207,0.0017681696461480734,0.33471353582483926,0.005876354768037265,""
271.,0.,0.6274460487042837,0.013805925143316255,0.0011492743148902008,0.01477026500264391,0.0017630303875580903,0.3351746943173391,0.005890762098968601,""
271.5,0.,0.6270832472545536,0.013756223212300215,0.0011453409809699467,0.014722149420802362,0.0017578501174191935,0.33563006165419734,0.005905127328757124,""
272.,0.,0.6267267137043032,0.013706396933898374,0.001141392151826828,0.014673787329361282,0.0017526300759377281,0.3360796296521963,0.00591945012147605,""
272.5,0.,0.6263764357799655,0.013656455062776945,0.001137428577221308,0.014625188582435483,0.0017473714593297283,0.3365233903609991,0.005933730146271787,""
273.,0.,0.6260323995545367,0.013606405622234878,0.0011334511054269442,0.01457636317327362,0.0017420753502174631,0.3369613380620663,0.0059479671012438225,""
273.5,0.,0.6256945900527343,0.013556256647719731,0.0011294605458339595,0.01452732094932939,0.0017367428573941146,0.33739346822164795,0.005962160694340341,""
274.,0.,0.625362992288771,0.01350601618096181,0.0011254577061308153,0.014478071753565715,0.0017313750911864415,0.33781977631488597,0.0059763106334980555,""
274.5,0.,0.6250375910899524,0.01345569236366815,0.0011214433593055898,0.014428625285787785,0.0017259731825196827,0.3382402580597805,0.005990416627985735,""
275.,0.,0.624718369488668,0.013405293432008292,0.001117418170889823,0.014378990709130141,0.0017205383068915282,0.33865491145398224,0.006004478407429843,""
275.5,0.,0.6244053095172885,0.0133548273099272,0.0011133828417094452,0.014329177240976466,0.0017150716000445233,0.3390637357430659,0.006018495715987771,""
276.,0.,0.6240983931974018,0.013304301906203414,0.0011093380760486232,0.014279194110719866,0.001709574195203687,0.3394667301853458,0.0060324682980767205,""
276.5,0.,0.6237976021990284,0.013253725154136973,0.0011052845490797153,0.014229050424267352,0.0017040472409721558,0.3398638944995371,0.0060463959019781575,""
277.,0.,0.6235029165463444,0.013203105048309073,0.0011012228191332614,0.01417875477183815,0.0016984919437563707,0.3402552305450274,0.006060278294591228,""
277.5,0.,0.6232143164798115,0.013152449505821987,0.0010971534851189479,0.014128315892380377,0.0016929094839595764,0.34064073988085475,0.006074115241052567,""
278.,0.,0.6229317815092736,0.013101765995462441,0.0010930772078050377,0.014077742615264312,0.0016873009701714513,0.3410204251491499,0.00608790652187303,""
278.5,0.,0.6226552900448287,0.01305106137949914,0.0010889947239333165,0.01402704385689973,0.001681667417275098,0.34139429060684684,0.006101651939716983,""
279.,0.,0.622384821171037,0.013000342901616519,0.0010849067214643991,0.013976228473701753,0.0016760098994211099,0.3417623395182262,0.0061153512835327275,""
279.5,0.,0.6221203522023261,0.01294961753540994,0.001080813847097392,0.013925304967652857,0.001670329474381333,0.342124577573892,0.006129004368240215,""
280.,0.,0.6218618599696023,0.012898892179743777,0.0010767167364817394,0.013874281744589066,0.0016646271952718858,0.3424810111274442,0.00614261101586678,""
280.5,0.,0.6216093217787028,0.012848173810276892,0.0010726160343496084,0.01382316729798277,0.0016589041208028084,0.3428316458854159,0.006156171041468994,""
