"time","L","S","E","I_S","I_A","H","R","D"
92.,0.,0.8084629869110701,0.0032019412630984504,0.0002461229437723439,0.0029933116728038793,0.0003222692697346363,0.18259870642429843,0.002174661484221955,""
92.5,0.,0.8086308985287556,0.003229319703992308,0.00024820948280215166,0.0030185163191307225,0.00032494401053344675,0.18237080986111723,0.002177302062668424,""
93.,0.,0.8087952165016734,0.0032569626564972337,0.00025031636205456997,0.0030439686236976202,0.0003276454108165341,0.18214592584532768,0.0021799645689327576,""
93.5,0.,0.8089559207170471,0.0032848721407291335,0.00025244375052565777,0.003069670640930478,0.00033037369489719644,0.1819240697976068,0.002182649227263364,""
94.,0.,0.8091129910621002,0.0033130501768039123,0.0002545918172114742,0.003095624425255201,0.0003331290870887319,0.18170525713863164,0.0021853562619086526,""
94.5,0.,0.809266407424056,0.0033414987848374763,0.0002567607311080784,0.003121832031097694,0.00033591181170443857,0.18148950328907917,0.0021880858971170323,""
95.,0.,0.8094161496901378,0.003370219984945731,0.0002589506612115294,0.003148295512883863,0.0003387220930576146,0.18127682366962644,0.002190838357136912,""
95.5,0.,0.809562197747569,0.0033992157972445826,0.00026116177651788633,0.003175016925039613,0.000341560155461558,0.18106723370095046,0.0021936138662167013,""
96.,0.,0.8097045314835732,0.0034284882418499354,0.0002633942460232083,0.00320199832199085,0.00034442622322956694,0.18086074880372824,0.002196412648604808,""
96.5,0.,0.8098431307853737,0.003458039338877696,0.0002656482387235543,0.003229241758163479,0.00034732052067493944,0.18065738439863682,0.0021992349285496417,""
97.,0.,0.8099779756158847,0.003487871095549231,0.0002679239231007765,0.0032567492809530063,0.0003502432712059224,0.18045715585254363,0.002202080929762648,""
97.5,0.,0.8101090463766607,0.003517985334950797,0.00027022146496658375,0.0032845228751413043,0.0003531946873663714,0.18026007835427124,0.0022049508756428033,""
98.,0.,0.8102363217238431,0.0035483839432831053,0.00027254104265339346,0.0033125646408062536,0.00035617499053988445,0.18006616861990976,0.0022078450079643743,""
98.5,0.,0.810359779874411,0.00357906885371122,0.00027488283755593504,0.003340876713249083,0.00035918440593076266,0.17987544371181216,0.0022107635723296985,""
99.,0.,0.8104793990453439,0.0036100419994002046,0.00027724703106893784,0.0033694612277710215,0.00036222315874330713,0.17968792069233136,0.002213706814341114,""
99.5,0.,0.8105951574536212,0.0036413053135151228,0.00027963380458713135,0.003398320319673298,0.0003652914741818189,0.17950361662382033,0.0022166749796009573,""
100.,0.,0.8107070333162222,0.003672860729221039,0.0002820433395052449,0.0034274561242571416,0.00036838957745059906,0.17932254856863203,0.002219668313711567,""
100.5,0.,0.8108150048501264,0.0037047101796830167,0.00028447581721800785,0.003456870776823782,0.00037151769375394874,0.17914473358911945,0.0022226870622752792,""
101.,0.,0.810919050272313,0.00373685559806612,0.0002869314191201497,0.0034865664126744467,0.00037467604829616904,0.17897018874763548,0.0022257314708944323,""
101.5,0.,0.8110191477997616,0.003769298917535412,0.00028941032660639973,0.003516545167110366,0.000377864866281561,0.17879893110653317,0.002228801785171364,""
102.,0.,0.8111152756494514,0.003802042071255957,0.0002919127210714874,0.0035468091754327687,0.00038108437291442575,0.1786309777281654,0.002231898250708411,""
102.5,0.,0.8112074118859947,0.0038350869424530667,0.0002944387881007531,0.0035773605940510873,0.000384334791183229,0.17846634585150506,0.002235021115712052,""
103.,0.,0.8112955340215836,0.0038684350207979024,0.0002969887425189363,0.0036082017145938733,0.0003876163244907875,0.17830505350366171,0.0022381706413530014,""
103.5,0.,0.8113796203017405,0.0039020877347113324,0.00029956279891814194,0.003639334810399784,0.00039092917050809146,0.17814711807145348,0.00224134708126849,""
104.,0.,0.8114596484128658,0.003936047133012913,0.00030216107733487305,0.0036707617621071185,0.0003942735893616614,0.1779925573054705,0.002244550688846989,""
104.5,0.,0.8115355942717919,0.003970316883766467,0.0003047834380607285,0.003702483375792295,0.0003976500121942596,0.1778413902660352,0.002247781721358961,""
105.,0.,0.8116074339838596,0.00400490049236137,0.000307429758934961,0.003734500527439864,0.00040105885687346366,0.17769363591343285,0.002251040436097726,""
105.5,0.,0.8116751445459774,0.004039799959297319,0.00031010017927260257,0.0037668151562310613,0.0004045003707876435,0.17754931266179313,0.0022543270956406594,""
106.,0.,0.811738703273,0.004075016334769423,0.0003127950049077238,0.0037994298706749492,0.00040797469223892034,0.17740843882427818,0.0022576419691306797,""
106.5,0.,0.8117980871832421,0.0041105510363115,0.00031551447794004483,0.003832347015388168,0.00041148200045053773,0.17727103293012103,0.0022609853255464996,""
107.,0.,0.8118532730713466,0.004146405638363368,0.00031825881097173847,0.0038655687854917097,0.000415022488443977,0.1771371137384279,0.0022643574359546173,""
107.5,0.,0.8119042377241809,0.0041825814039314745,0.00032102827084954776,0.0038990975826434155,0.00041859631185222566,0.17700670010020567,0.002267758575336675,""
108.,0.,0.8119509577880687,0.004219079809751953,0.00032382308015919996,0.0039329356453999065,0.00042220365749393046,0.17687981097015334,0.0022711890179728145,""
108.5,0.,0.811993409260589,0.0042559032240512065,0.0003266432782081517,0.003967084516859846,0.0004258448378805778,0.1767564658148669,0.002274649036544153,""
109.,0.,0.8120315681010949,0.004293053893465779,0.0003294889248386374,0.004001545814058374,0.00042952015060759553,0.17663668417907727,0.0022781389058573213,""
109.5,0.,0.8120654104206447,0.004330533569080187,0.0003323601703017205,0.0040363214844854,0.00043322982848941995,0.1765204855909002,0.0022816589050982748,""
110.,0.,0.812094912290722,0.00436834386416806,0.0003352571862179339,0.0040714135493305935,0.0004369740880698386,0.1764078896745147,0.002285209315976745,""
110.5,0.,0.8121200496658911,0.004406486623307055,0.0003381800999498138,0.004106823864086395,0.00044075317682360204,0.17629891612001025,0.002288790418931644,""
111.,0.,0.8121407984454915,0.004444963240674696,0.00034112911208953353,0.004142554520489262,0.00044456728388537423,0.17619358486432568,0.0022924025020438217,""
111.5,0.,0.8121571345353761,0.0044837751635705735,0.00034410441459225785,0.004178607582412048,0.0004484166052706919,0.17609191581528538,0.002296045852492807,""
112.,0.,0.8121690337505805,0.004522923952850008,0.0003471061736486394,0.004214985017089524,0.0004523013546465331,0.17599392896275237,0.002299720757432311,""
112.5,0.,0.8121764715212876,0.004562411291318329,0.00035013450775038974,0.004251688586269444,0.00045622177270828417,0.175899644780463,0.0023034275092027705,""
113.,0.,0.8121794234361501,0.004602238811565863,0.00035318955503007573,0.004288720136312353,0.0004601780890219215,0.17580908354291055,0.002307166398008898,""
113.5,0.,0.8121778649562197,0.004642408105893255,0.00035627144813041105,0.004326081473009613,0.0004641705325674259,0.17572226573592067,0.002310937717258761,""
114.,0.,0.8121717713742738,0.004682920729803266,0.00035938031036508863,0.004363774343074841,0.00046819933348391104,0.17563921211371436,0.002314741764284643,""
114.5,0.,0.8121611180918524,0.00472377825843343,0.0003625162715632864,0.004401800532461245,0.00047226472066488846,0.17555994326005872,0.002318578833965864,""
115.,0.,0.8121458803600297,0.004764982102516742,0.0003656794686071773,0.004440161807737868,0.00047636690830784196,0.17548448009446602,0.0023224492273345386,""
115.5,0.,0.8121260334159509,0.004806533657608692,0.00036887003902700286,0.004478859933668936,0.0004805061092547909,0.17541284356749792,0.002326353245991507,""
116.,0.,0.812101552512618,0.004848434345791803,0.0003720881170259775,0.004517896666650293,0.0004846825394824362,0.1753450545965959,0.0023302911908354416,""
116.5,0.,0.8120724127405058,0.004890685470203943,0.0003753338280882161,0.0045572736764785135,0.0004888964091590265,0.1752811344755072,0.0023342633690571803,""
117.,0.,0.8120385892388874,0.004933288369695701,0.0003786073003157127,0.0045969926589513035,0.0004931479301967779,0.17522110438499455,0.0023382700859583593,""
117.5,0.,0.8120000571130193,0.004976244347619028,0.0003819086573152961,0.004637055273803556,0.0004974373133361658,0.17516498561520338,0.0023423116487031512,""
118.,0.,0.811956791370591,0.005019554615475444,0.00038523801231060245,0.004677463094194881,0.0005017647659155692,0.17511279974122737,0.002346388369285029,""
118.5,0.,0.8119087670727797,0.005063220434404735,0.00038859548419763873,0.0047182177403786996,0.0005061304970870067,0.17506456818307878,0.002350500557073263,""
119.,0.,0.8118559592381741,0.005107242947906534,0.00039198118518726603,0.004759320754921563,0.0005105347089429472,0.17502031260779757,0.0023546485260698964,""
119.5,0.,0.8117983428697451,0.00515162325756304,0.0003953952250728003,0.004800773652530506,0.0005149776010749121,0.17498005477107745,0.0023588325919360505,""
120.,0.,0.8117358929971289,0.005196362468150695,0.00039883771315244246,0.004842577944426297,0.0005194593730304632,0.1749438164030964,0.0023630530700146763,""
120.5,0.,0.811668584728043,0.005241461301136214,0.00040230873072684246,0.004884734838433365,0.0005239801994538053,0.17491161988204915,0.002367310289157404,""
121.,0.,0.811596393126536,0.005286920692363149,0.00040580837475507464,0.004927245712059145,0.000528540268917052,0.17488348722370867,0.002371604570660751,""
121.5,0.,0.8115192932401104,0.0053327416588988515,0.0004093367481289286,0.0049701120071011275,0.0005331397752693686,0.17485944030653244,0.0023759362329587312,""
122.,0.,0.811437260116269,0.005378925217810673,0.00041289395374019403,0.005013335165356802,0.0005377789123599202,0.17483950100897785,0.002380305594485357,""
122.5,0.,0.8113502688025147,0.0054254723861659635,0.00041648009448066054,0.00505691662862366,0.000542457874037872,0.17482369120950234,0.0023847129736746407,""
123.,0.,0.8112582943463501,0.005472384181032074,0.0004200952732421178,0.005100857838699191,0.0005471768541523891,0.17481203278656338,0.002389158688960596,""
123.5,0.,0.8111613117952781,0.005519661619476358,0.0004237395929163554,0.005145160237380887,0.000551936046552637,0.17480454761861838,0.0023936430587772357,""
124.,0.,0.8110592965636507,0.005567305142086531,0.0004274131171377811,0.005189824841487452,0.0005567356097630553,0.17480125827705575,0.002398166417818534,""
124.5,0.,0.8109522244603734,0.005615314569436969,0.00043111586731884156,0.005234852210765911,0.0005615756643157603,0.17480218807852266,0.002402729118266321,""
125.,0.,0.8108400707875868,0.005663690518448336,0.00043484791910194877,0.005280243492027006,0.0005664563795402793,0.17480735938245454,0.0024073314898409924,""
125.5,0.,0.8107228108381723,0.005712433620591734,0.00043860934912037694,0.005325999842808011,0.0005713779256577415,0.17481679453079718,0.00241197386185254,""
126.,0.,0.8106004199050114,0.005761544507338261,0.0004424002340074004,0.0053721224206462,0.0005763404728892759,0.1748305158654964,0.0024166565636109544,""
126.5,0.,0.8104728732809856,0.00581102381015902,0.0004462206503962934,0.005418612383078844,0.0005813441914560115,0.1748485457284979,0.002421379924426228,""
127.,0.,0.8103401462589763,0.0058608721605251084,0.0004500706749203304,0.0054654708876432185,0.0005863892515790774,0.17487090646174755,0.002426144273608351,""
127.5,0.,0.810202214251865,0.005911090100912682,0.0004539503788542111,0.0055126990298049695,0.0005914758176079363,0.17489762044782017,0.002430949942134962,""
128.,0.,0.8100590546167957,0.005961676731886179,0.0004578597466520738,0.005560296899334407,0.0005966039587582834,0.17492871072757007,0.002435797288003188,""
128.5,0.,0.8099106439127954,0.006012631745912779,0.00046179879840777574,0.0056082649988383635,0.0006017737832980922,0.17496420007162877,0.002440686658118694,""
129.,0.,0.8097569581119869,0.006063955270721878,0.00046576758042323515,0.0056566041345075795,0.0006069854282128608,0.17500411105191652,0.0024456183912309145,""
129.5,0.,0.8095979731864931,0.0061156474340428755,0.0004697661390003703,0.005705315112532795,0.0006122390304880868,0.17504846624035345,0.0024505928260892852,""
130.,0.,0.8094336651084365,0.006167708363605169,0.00047379452044109954,0.005754398739104748,0.0006175347271092681,0.1750972882088598,0.00245561030144324,""
130.5,0.,0.8092640098499403,0.006220138187138155,0.0004778527710473412,0.005803855820414177,0.0006228726550619025,0.1751505995293558,0.0024606711560422145,""
131.,0.,0.8090889833831271,0.006272937032371232,0.0004819409371210135,0.005853687162651822,0.0006282529513314881,0.1752084227737616,0.0024657757286356435,""
131.5,0.,0.808908562974701,0.006326104376134786,0.0004860590227720092,0.0059038930696199265,0.0006336757037372295,0.175270780455796,0.0024709243662388468,""
132.,0.,0.8087227283929792,0.006379638437480248,0.0004902069505795368,0.005954472874319324,0.0006391409050907682,0.17533769497671084,0.0024761174318399097,""
132.5,0.,0.8085314569036882,0.00643353869372949,0.0004943847246853477,0.006005426880931606,0.0006446486432484341,0.17540918885026882,0.002481355272447911,""
133.,0.,0.808334725634734,0.006487804691498927,0.0004985923537229457,0.006056755447122514,0.0006501990113007876,0.17548528459642876,0.002486638234191946,""
133.5,0.,0.8081325117140223,0.006542435977404981,0.0005028298463258349,0.006108458930557795,0.0006557921023383899,0.17556600473514944,0.0024919666632011086,""
134.,0.,0.8079247922694591,0.006597432098064067,0.0005070972111275191,0.006160537688903191,0.0006614280094518017,0.17565137178638968,0.0024973409056044944,""
134.5,0.,0.8077115444289502,0.006652792600092604,0.0005113944567615022,0.006212992079824449,0.0006671068257315838,0.17574140827010828,0.002502761307531197,""
135.,0.,0.8074927454375409,0.006708516985666091,0.0005157215882545358,0.006265822421786,0.0006728286409015853,0.17583613667943862,0.0025082282154120384,""
135.5,0.,0.8072683770679335,0.0067646030392352185,0.0005200784712256337,0.006319027518048207,0.0006785934145559377,0.17593557847066119,0.002513741987340122,""
136.,0.,0.8070384200840743,0.006821048927957455,0.0005244650023536662,0.006372606509456859,0.0006844011352814984,0.17603975533106583,0.0025193029788102106,""
136.5,0.,0.8068028533043119,0.006877853557120749,0.0005288811382229666,0.006426559187962219,0.0006902518475836927,0.17614868939349274,0.0025249115403056205,""
137.,0.,0.8065616555469947,0.0069350158320130445,0.0005333268354178685,0.006480885345514554,0.0006961455959679455,0.17626240279078206,0.0025305680223096675,""
137.5,0.,0.8063148056304714,0.00699253465792229,0.0005378020505227054,0.006535584774064128,0.0007020824249396821,0.17638091765577396,0.002536272775305668,""
138.,0.,0.8060622823730905,0.0070504089401364324,0.0005423067401218106,0.006590657265561207,0.0007080623790043277,0.17650425612130863,0.0025420261497769384,""
138.5,0.,0.8058040645932005,0.00710863758394342,0.0005468408607995176,0.0066461026119560545,0.0007140855026673071,0.17663244032022618,0.0025478284962067938,""
139.,0.,0.8055401326851367,0.0071672189827785195,0.000551404325251887,0.0067019201533868415,0.0007201518041088214,0.17676549185270732,0.002553680165629812,""
139.5,0.,0.8052704722593587,0.00722614983597142,0.0005559969009156663,0.006758107734605614,0.0007262611712815756,0.1769034305559618,0.002559581510905105,""
140.,0.,0.8049950649702882,0.007285428127703431,0.0005606184653958629,0.006814664334502284,0.0007324135833217845,0.17704627760428024,0.002565532883508013,""
140.5,0.,0.8047138919999223,0.007345051995591103,0.0005652689094536285,0.006871589067403968,0.0007386090302546743,0.17719405433162552,0.002571534634748627,""
141.,0.,0.8044269345302578,0.0074050195772509845,0.0005699481238501147,0.006928881047637786,0.0007448475021054709,0.1773467820719606,0.0025775871159370374,""
141.5,0.,0.8041341737432917,0.0074653290102996255,0.0005746559993464731,0.006986539389530854,0.0007511289888994002,0.17750448215924847,0.002583690678383336,""
142.,0.,0.8038355915000724,0.007525978230637874,0.0005793924146231157,0.007044563046833867,0.0007574534623840689,0.1776671756416264,0.002589845672822051,""
142.5,0.,0.8035311754585535,0.007586963452167076,0.0005841571452300179,0.007102949602494349,0.0007638207382753458,0.17783488112720525,0.0025960524450742645,""
143.,0.,0.8032209103007573,0.007648281772803722,0.0005889500196607641,0.007161697343182885,0.0007702307123904115,0.1780076184767213,0.0026023113434834534,""
143.5,0.,0.8029047795619245,0.007709930631121469,0.0005937708868108736,0.0072208048267512785,0.0007766833114136622,0.17818540803361282,0.002608622717365103,""
144.,0.,0.8025827667772965,0.007771907465693974,0.0005986195955758655,0.0072802706110513355,0.0007831784620294941,0.17836827014131795,0.0026149869160346996,""
144.5,0.,0.8022548554821137,0.007834209715094893,0.000603495994851259,0.007340093253934859,0.0007897160909223034,0.17855622514327493,0.002621404288807729,""
145.,0.,0.8019210294149451,0.007896834761719613,0.0006083999302852637,0.007400271269357319,0.0007962961196950503,0.1787492932883489,0.002627875184648462,""
145.5,0.,0.8015812790063684,0.007959778138999283,0.0006133311406491865,0.007460801726538446,0.0008029183027082114,0.17894749171277433,0.002634399940961829,""
146.,0.,0.8012355933170191,0.008023035758872433,0.0006182893865934469,0.007521681990454446,0.0008095824285590073,0.17915083818998223,0.00264097889751911,""
146.5,0.,0.8008839588074813,0.00808660425165692,0.0006232744702934196,0.007582909987405677,0.0008162883508234936,0.1793593517027562,0.002647612398582743,""
147.,0.,0.8005263619383396,0.008150480247670603,0.0006282861939244796,0.0076444836436924965,0.000823035923077726,0.17957305123387973,0.002654300788415167,""
147.5,0.,0.8001627891701782,0.008214660377231335,0.0006333243596620013,0.007706400885615265,0.0008298249988977601,0.1797919557661364,0.0026610444112788196,""
148.,0.,0.7997932269635816,0.008279141270656978,0.0006383887696813597,0.007768659639474338,0.0008366554318596515,0.18001608428230978,0.00266784361143614,""
148.5,0.,0.7994176676027522,0.008343918176282534,0.0006434791135723925,0.007831256581178326,0.0008435269591574089,0.18024545281852608,0.0026746987175308634,""
149.,0.,0.7990361057117588,0.008408985787177447,0.000648595035689302,0.00789418788424213,0.0008504392712240096,0.18048007622697687,0.002681610051931301,""
149.5,0.,0.7986485311602335,0.008474339924670102,0.0006537362723017874,0.007957450743007856,0.0008573921535074206,0.18071997176552218,0.0026885779497569664,""
150.,0.,0.7982549338177551,0.008539976410101612,0.000658902559680584,0.008021042351829117,0.0008643853914566802,0.18096515669204918,0.0026956027461275157,""
150.5,0.,0.7978553035539023,0.008605891064813088,0.0006640936340964273,0.008084959905059525,0.0008714187705208264,0.181215648264445,0.002702684776162606,""
151.,0.,0.7974496302382539,0.00867207971014564,0.0006693092318200524,0.00814920059705269,0.0008784920761488977,0.18147146374059678,0.002709824374981894,""
151.5,0.,0.7970379053141764,0.008738537865188344,0.0006745490582998635,0.00821376129829626,0.0008856050661871184,0.18173261949502462,0.002717021871827196,""
152.,0.,0.7966201256523862,0.008805259928904689,0.0006798127131242285,0.008278637747059874,0.0008927573990876755,0.18199912895095743,0.0027242775774797973,""
152.5,0.,0.7961962879320184,0.008872240269402282,0.0006850998000106513,0.008343825707698963,0.0008999487330072061,0.18227100572185184,0.002731591805010486,""
153.,0.,0.7957663887655715,0.008939473266451415,0.0006904099239880404,0.00840932095805821,0.0009071787272097558,0.18254826345995562,0.0027389648677653413,""
153.5,0.,0.7953304247655435,0.009006953299822372,0.0006957426900853044,0.008475119275982303,0.0009144470409593702,0.1828309158175165,0.0027463970790904428,""
154.,0.,0.7948883925444328,0.00907467474928544,0.0007010977033313521,0.008541216439315928,0.0009217533335200952,0.18311897644678232,0.0027538887523318708,""
154.5,0.,0.7944402887147376,0.009142631994610913,0.0007064745687550921,0.00860760822590377,0.0009290972641559763,0.18341245900000083,0.0027614402008357044,""
155.,0.,0.7939861097162771,0.009210819496666996,0.0007118729021474049,0.00867429050010302,0.0009364784954207228,0.18371137712149369,0.0027690517368908155,""
155.5,0.,0.7935258537302448,0.009279231538734799,0.0007172923219133626,0.008741259002980093,0.0009438966563515416,0.18401574305902726,0.0027767236597480006,""
156.,0.,0.7930595225545632,0.009347861535249241,0.0007227323650885625,0.008808508634478636,0.0009513513066409296,0.18432556731289193,0.0027844562600872445,""
156.5,0.,0.7925871182162618,0.009416702834524006,0.0007281925616301741,0.00887603422829208,0.0009588420015945814,0.18464086029824134,0.0027922498284558613,""
157.,0.,0.7921086427423693,0.009485748784872771,0.0007336724414953671,0.008943830618113852,0.0009663682965181914,0.18496163243022923,0.0028001046554011655,""
157.5,0.,0.7916240981599147,0.009554992734609219,0.000739171534641311,0.009011892637637383,0.0009739297467174545,0.18528789412400926,0.0028080210314704716,""
158.,0.,0.7911334864959273,0.009624428032047027,0.0007446893710251755,0.0090802151205561,0.000981525907498065,0.1856196557947351,0.002815999247211094,""
158.5,0.,0.7906368098408157,0.009694048024757393,0.0007502254844304353,0.009148792912519282,0.0009891563310180894,0.18595692778301387,0.002824039592444972,""
159.,0.,0.7901340727559186,0.009763845692902982,0.0007557794226937516,0.009217620657352404,0.000996820500583043,0.18629971859721636,0.002832142342332645,""
159.5,0.,0.7896252830159619,0.009833813348278181,0.000761350675852528,0.009286692360351482,0.001004517840282106,0.18664803496763852,0.0028403077606351263,""
160.,0.,0.7891104486107451,0.009903943239175277,0.0007669387225832059,0.009356001947038119,0.0010122477732276978,0.18700188356512484,0.002848536111105585,""
160.5,0.,0.7885895775300678,0.009974227613886553,0.0007725430415622266,0.009425543342933924,0.001020009722532237,0.18736127106051992,0.0028568276574971884,""
161.,0.,0.7880626777637295,0.010044658720704296,0.0007781631114660313,0.0094953104735605,0.0010278031113081434,0.1877262041246683,0.002865182663563105,""
161.5,0.,0.7875297573015297,0.010115228807920791,0.000783798410971061,0.009565297264439455,0.0010356273626678356,0.18809668942841454,0.0028736013930565035,""
162.,0.,0.7869908241711918,0.010185930124323235,0.000789448417807144,0.009635497636662481,0.0010434819000562643,0.18847273360960592,0.0028820841093530436,""
162.5,0.,0.7864458891753454,0.010256754672926385,0.0007951125596263486,0.00970590512099525,0.0010513661298153178,0.18885434125418082,0.002890631056110347,""
163.,0.,0.7858949670428335,0.010327693759945031,0.0008007902169757221,0.009776512614001632,0.0010592793827978431,0.18924151449357468,0.002899242458871542,""
163.5,0.,0.7853380727049272,0.010398738575948963,0.0008064807733977984,0.009847312960835691,0.0010672209742507658,0.18963425543515908,0.002907918544480451,""
164.,0.,0.7847752210928978,0.010469880311507964,0.0008121836124351119,0.009918299006651497,0.001075190219421011,0.19003256618630568,0.002916659539780895,""
164.5,0.,0.7842064271380165,0.010541110157191821,0.0008178981176301964,0.009989463596603115,0.0010831864335555045,0.19043644885438607,0.0029254656716166975,""
165.,0.,0.7836317057715546,0.010612419303570321,0.0008236236725255862,0.010060799575844612,0.001091208931901171,0.19084590554677194,0.002934337166831679,""
165.5,0.,0.7830510719250726,0.010683798941301514,0.0008293596606470909,0.010132299789470146,0.0010992570297155865,0.1912609383705274,0.002943274252265554,""
166.,0.,0.7824645423695106,0.0107552402837501,0.0008351054107239174,0.010203956757617469,0.0011073300479169006,0.19168154796027348,0.0029522771392074742,""
166.5,0.,0.7818721387815706,0.010826733985945804,0.0008408601645765573,0.010275762198067667,0.0011154272511997591,0.19210773157801705,0.002961346009622509,""
167.,0.,0.781273883525368,0.010898270422734483,0.0008466231711770893,0.010347707737162568,0.0011235478731083531,0.19253948619411793,0.0029704810453314596,""
167.5,0.,0.7806697989650184,0.010969839968961996,0.0008523936794975922,0.010419785001244,0.001131691147186874,0.1929768087789359,0.002979682428155128,""
168.,0.,0.7800599074646372,0.011041432999474203,0.0008581709385101444,0.010491985616653793,0.0011398563069795133,0.1934196963028308,0.002988950339914315,""
168.5,0.,0.7794442313883396,0.011113039889116964,0.0008639541971868244,0.010564301209733774,0.001148042586030462,0.19386814573616237,0.002998284962429823,""
169.,0.,0.7788227931002414,0.011184651012736139,0.0008697427044997109,0.010636723406825768,0.001156249217883912,0.19432215404929049,0.003007686477522452,""
169.5,0.,0.7781956177850942,0.011256256517086982,0.0008755356822332307,0.010709243443354248,0.0011644753881319089,0.19478171610461917,0.003017155048480145,""
170.,0.,0.7775627356952933,0.011327846106686227,0.0008813322984347676,0.010781851835569721,0.0011727201991231979,0.19524682302799984,0.0030266908058927313,""
170.5,0.,0.7769241741050419,0.011399409701684203,0.0008871317460594888,0.010854539499397442,0.001180982806096514,0.1957174682103373,0.0030362939003830275,""
171.,0.,0.7762799601981786,0.01147093722927077,0.0008929332188932016,0.0109272973631474,0.0011892623658508285,0.1961936451104865,0.003045964483172522,""
171.5,0.,0.7756301242427613,0.011542417861561084,0.0008987359764035231,0.011000116338087115,0.0011975579271893337,0.19667534493367453,0.0030557026893229277,""
172.,0.,0.7749747017682235,0.011613839482586688,0.0009045393901048169,0.011072987306411326,0.0012058683546849788,0.1971625550406596,0.0030655086263289624,""
172.5,0.,0.7743137241982218,0.011685190981550376,0.0009103427440744458,0.01114590117300206,0.0012141926566769578,0.19765526579227657,0.0030753824231975753,""
173.,0.,0.7736472228155757,0.011756461282134584,0.0009161453193904856,0.01121884884351957,0.0012225298464359712,0.19815346765226974,0.0030853242096736313,""
173.5,0.,0.772975232112467,0.011827639153710155,0.0009219463302703978,0.011291820717275048,0.0012308789190979073,0.19865714864427791,0.0030953340919013133,""
174.,0.,0.7722977926107407,0.011898713075731449,0.0009277448653157156,0.011364806242264646,0.0012392388357274579,0.1991662922075353,0.00310541213168447,""
174.5,0.,0.771614940296331,0.011969671745747144,0.0009335401076245668,0.011437795582126504,0.0012476085830199185,0.1996808852299679,0.003115558424182676,""
175.,0.,0.7709267109637696,0.012040503870508878,0.000939331244282566,0.0115107789306968,0.0012559871487521229,0.20020091474502677,0.003125773065963023,""
175.5,0.,0.7702331434534497,0.012111198120642068,0.0009451173878179029,0.01158374596462592,0.0012643735130530545,0.20072636539981825,0.0031360561295928303,""
176.,0.,0.7695342828922682,0.012181743092209457,0.0009508974968760325,0.011656685293119067,0.0012727666402669205,0.20125721691615497,0.0031464076381051112,""
176.5,0.,0.7688301698432863,0.012252127435404325,0.0009566706418172109,0.01172958630031845,0.0012811655061972585,0.20179345259148274,0.0031568276504934773,""
177.,0.,0.7681208446368673,0.012322339803179923,0.0009624358986977394,0.011802438409878295,0.0012895690872318875,0.20233505590555953,0.003167316227585076,""
177.5,0.,0.767406348614343,0.012392368620256031,0.0009681923794414741,0.011875231119084544,0.0012979763201802163,0.2028820094920454,0.0031778734236490736,""
178.,0.,0.7666867292054473,0.01246220164625126,0.0009739392131293997,0.011947953563955022,0.0013063860250091084,0.20343429106636615,0.0031884992488414353,""
178.5,0.,0.7659620358167455,0.012531826862802855,0.0009796754116474418,0.012020594266400272,0.0013147970587673048,0.20399187685649278,0.003199193696143573,""
179.,0.,0.7652323178361028,0.012601232270460288,0.0009853999821002061,0.012093141730304657,0.0013232082817519638,0.2045547431097173,0.003209956758562552,""
179.5,0.,0.7644976246513845,0.012670405869773032,0.0009911119315922986,0.012165584459552539,0.0013316185542602433,0.20512286607333172,0.00322078842910544,""
180.,0.,0.7637580056504559,0.01273933566129056,0.0009968102672283246,0.012237910958028281,0.001340026736589302,0.20569622199462806,0.0032316887007793026,""
180.5,0.,0.7630135102211825,0.01280800964556234,0.0010024939961128904,0.012310109729616249,0.0013484316890362976,0.2062747871208983,0.0032426575665912066,""
181.,0.,0.7622641897483767,0.012876415202129593,0.0010081622435638938,0.012382169554830945,0.0013568321532936782,0.2068585360575214,0.003253695009283452,""
181.5,0.,0.7615101015049105,0.01294453684551159,0.0010138147726242,0.012454081082740034,0.0013652263223707176,0.20744743844971217,0.003264800991130525,""
182.,0.,0.7607513004634509,0.01301236123939965,0.0010194508685833134,0.012525833522555069,0.0013736127859027979,0.2080414656208031,0.00327597546830491,""
182.5,0.,0.7599878413708245,0.013079879732461127,0.0010250686405527747,0.012597412081038387,0.001381991000604961,0.2086405887984184,0.00328721834509954,""
183.,0.,0.7592197811052753,0.013147080619325877,0.0010306669294190207,0.012668804297580251,0.0013903598465395861,0.20924477762779853,0.0032985295430612797,""
183.5,0.,0.7584471785836017,0.013213950574210202,0.0010362449462977897,0.012739998815213665,0.0013987178939406306,0.2098540001703806,0.0033099089853553163,""
184.,0.,0.7576700936430512,0.013280476713669604,0.0010418017796615196,0.012810983854941648,0.001407063799442808,0.21046822359772802,0.003321356580505075,""
184.5,0.,0.7568885873021398,0.013346646015160897,0.0010473365402449456,0.01288174765417,0.001415396187938303,0.2110874140415574,0.0033328722277884775,""
185.,0.,0.756102721372534,0.013412446356037442,0.0010528481309960644,0.012952277709857763,0.0014237138287400174,0.21171153676256965,0.0033444558082648796,""
185.5,0.,0.7553125591508104,0.013477865300544976,0.0010583355198067084,0.013022561674781722,0.0014320154261234488,0.21234055570425683,0.00335610719267575,""
